numeric__Radio,numeric__Newspaper
-1.0509366920527143,-0.34312113834515673
-0.9428989956196417,-1.1118524249515591
0.23201095309002298,0.20926062448579097
-0.7200712467264295,-0.5640738434775359
-1.4088115614872676,-0.6883597401144991
-1.321030933135396,-0.7712170045391412
-0.49049114180615017,0.47164196183049095
0.04294498433214584,-0.5272483926221393
-1.1859838125940552,0.1770383549873189
0.28602980130655936,-0.6699470146868008
1.5892345145304976,0.18164153634424354
-1.0914508282151167,-0.8172488181083868
1.7310339910989057,2.045929985898692
1.0557983883922017,0.9227537348090984
-1.51684925792034,-0.7251851909698955
-1.1859838125940552,0.03433973292265751
-0.42296758153547975,-0.8126456367514624
1.285378493312481,0.9503728229506458
-0.21364454469640146,-0.6239152011175552
-1.33453564518953,-1.1348683317361818
-0.8551183672677702,-1.1118524249515591
-0.15287334045279818,-0.39375613327132697
-0.3959581574272117,0.37037197197815075
0.7992088593636544,1.627040482418557
-1.2940215090271279,-1.015185616456143
-0.49049114180615017,-0.37994658920055324
0.29953451336069337,-1.3235987673700889
-0.7538330268617647,-0.32931159427438317
-1.2400026608105914,-0.9783601656007466
1.0625507444192688,-0.9783601656007466
-0.9226419275384407,-1.2407415029454467
-1.5708681061368763,-0.9829633469576712
-0.34869166523774225,-0.2280416044220426
0.6844188069035145,0.37497515333507536
0.9207512678508609,2.239263602889524
-0.17988276456106625,-0.9139156266038028
0.40757220979376607,-0.8264551808222359
1.3934161897455537,-1.3282019487270136
-1.2805167969729936,0.8859282839537017
0.9950271841485985,-0.3385179569882322
1.5284633102868943,1.7835486485539918
0.3535533615772297,-0.752804279111443
-0.9023848594572395,0.23687971262733842
0.3670580736313638,-0.5686770248344605
-0.8416136552136361,-1.1302651503792571
-0.32843459715654133,1.6178341197047077
0.8464753515531234,0.8629123771690789
1.3866638337184864,-1.1762969639485028
1.2043502209876766,-1.1394715130931063
1.3123879174207493,1.1114841704430056
-0.49724349783321714,0.8767219212398528
0.8194659274448554,2.073549074040239
0.8802371316884585,3.238153957342154
-0.2203969007234686,-1.3926464877239573
0.04969734035921297,-1.2223287775177485
0.8329706394989896,-1.1302651503792571
-0.32843459715654133,0.18624471770116816
0.6439046707411122,-0.3247084129174585
-0.4432246496166809,-0.35232750105900595
0.23876330911709012,0.7202137551044177
-0.8416136552136361,1.2818018806492142
-1.4695827657308709,-0.02550162471736185
0.6709140948493807,0.3381497024796786
-1.4425733416226028,-0.9921697096715203
0.245515665144157,-1.15328105716388
-0.5715194141309545,0.3841815160489243
-1.1792314565669881,-0.2924861434189866
-0.5242529219414853,-0.14978752135432505
-0.5310052779685523,-1.2959796792285416
-1.0779461161609825,-1.005979253742294
0.9680177600403304,-0.41216885869902514
0.9815224720944642,1.7789454671970675
1.26512142523128,1.6408500264893304
1.1098172366087382,0.32894333976582973
0.49535283814563763,0.37497515333507536
0.7654470792283192,-0.8356615435360852
1.3191402734478161,-0.07613661964353212
0.1644873928193526,0.586721495753605
0.9139989118237938,-1.0658206113823134
0.2590203771982913,-0.35232750105900595
-0.06509271210092664,0.04814927699343124
